CLIENTNUM,Customer_Age,Gender,Marital_Status,Dependent_count,Education_Level,Income_Category,cluster,segment,profile_description,Card_Category,recommended_card,upgrade_flag,Total_Trans_Amt,Total_Trans_Ct,Avg_Utilization_Ratio,Total_Revolving_Bal
708823908,41,M,Single,3,Graduate,$60K - $80K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,4252,64,0.083,1363
826401858,36,F,Divorced,0,Uneducated,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,2448,63,0.449,1655
709554483,53,F,Married,1,Graduate,Less than $40K,2,Shark,"Low spend, high utilization - credit reliant",Blue,Blue,False,1637,22,0.52,2517
710545158,42,M,Single,3,Unknown,$120K +,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,3738,68,0.0,0
788621658,54,M,Married,1,College,$60K - $80K,2,Shark,"Low spend, high utilization - credit reliant",Blue,Blue,False,1457,24,0.918,1753
716713533,53,M,Single,3,Post-Graduate,$80K - $120K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,3393,58,0.065,1236
712338033,36,M,Married,2,High School,$80K - $120K,2,Shark,"Low spend, high utilization - credit reliant",Blue,Blue,False,1687,40,0.106,1691
711639708,42,M,Single,3,Graduate,$60K - $80K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,1794,45,0.0,0
720216108,27,F,Divorced,2,College,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,2605,61,0.836,2130
718708908,58,M,Married,4,Graduate,$60K - $80K,2,Shark,"Low spend, high utilization - credit reliant",Blue,Blue,False,1426,29,0.394,2350
802890333,59,M,Married,1,Uneducated,$40K - $60K,2,Shark,"Low spend, high utilization - credit reliant",Blue,Blue,False,1660,34,0.714,1558
712965183,63,F,Married,2,Graduate,Less than $40K,2,Shark,"Low spend, high utilization - credit reliant",Blue,Blue,False,1188,35,0.781,2101
796170933,57,M,Single,2,Uneducated,$80K - $120K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,3600,66,0.0,0
712816833,56,F,Married,0,High School,Unknown,2,Shark,"Low spend, high utilization - credit reliant",Blue,Blue,False,1425,32,0.468,1965
814829583,42,F,Single,3,Unknown,Less than $40K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,4822,74,0.0,0
798769458,29,F,Single,1,High School,Less than $40K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,3011,83,0.279,927
818034558,44,M,Unknown,2,Unknown,$60K - $80K,2,Shark,"Low spend, high utilization - credit reliant",Blue,Blue,False,2337,40,0.068,1506
719483358,33,M,Married,1,College,$40K - $60K,2,Shark,"Low spend, high utilization - credit reliant",Blue,Blue,False,2962,54,0.259,1750
719647383,35,M,Married,2,Graduate,$80K - $120K,2,Shark,"Low spend, high utilization - credit reliant",Blue,Blue,False,2001,49,0.332,1463
714909108,33,F,Single,3,Graduate,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,2641,67,0.277,1338
793678608,46,M,Single,4,Graduate,$80K - $120K,0,Barnacle,"Low spend, low utilization - re-activation target",Silver,Silver,False,3568,57,0.0,0
720854358,27,M,Married,0,Unknown,$40K - $60K,2,Shark,"Low spend, high utilization - credit reliant",Blue,Blue,False,2026,49,0.557,2130
709126833,42,M,Unknown,3,College,$120K +,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4121,81,0.101,2183
788896983,53,M,Married,2,Graduate,$60K - $80K,2,Shark,"Low spend, high utilization - credit reliant",Blue,Blue,False,1537,37,0.155,1228
715731033,50,M,Single,3,Graduate,$120K +,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,3569,77,0.028,949
717636933,48,F,Divorced,5,College,$40K - $60K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,3542,57,0.0,0
772658658,57,M,Single,2,High School,$60K - $80K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,4439,77,0.0,0
755943033,34,F,Single,2,Graduate,Less than $40K,2,Shark,"Low spend, high utilization - credit reliant",Blue,Blue,False,2450,52,0.619,1176
772399983,55,M,Single,2,College,$80K - $120K,2,Shark,"Low spend, high utilization - credit reliant",Silver,Silver,False,1966,31,0.042,1433
826130133,58,M,Married,2,Graduate,$120K +,2,Shark,"Low spend, high utilization - credit reliant",Blue,Blue,False,1121,25,0.057,1812
719238183,55,F,Married,3,Graduate,Less than $40K,2,Shark,"Low spend, high utilization - credit reliant",Blue,Blue,False,2238,45,0.623,1167
802666083,48,F,Unknown,2,Uneducated,Less than $40K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,3656,63,0.0,0
713682708,45,M,Divorced,2,College,$40K - $60K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,3692,60,0.121,1328
712774008,59,M,Married,0,Uneducated,Less than $40K,2,Shark,"Low spend, high utilization - credit reliant",Blue,Blue,False,1489,34,0.639,2517
717627333,53,F,Married,2,Post-Graduate,$40K - $60K,2,Shark,"Low spend, high utilization - credit reliant",Blue,Blue,False,1363,37,0.938,1995
779542608,47,M,Single,4,Uneducated,$80K - $120K,2,Shark,"Low spend, high utilization - credit reliant",Blue,Blue,False,1739,39,0.039,1340
715322958,43,F,Married,3,Unknown,Unknown,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,3575,67,0.216,1506
779100408,33,F,Married,1,Post-Graduate,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,2629,61,0.763,1328
715352883,49,F,Single,2,Post-Graduate,Unknown,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,5176,71,0.0,0
710687508,65,M,Married,0,High School,Less than $40K,2,Shark,"Low spend, high utilization - credit reliant",Blue,Blue,False,2148,47,0.709,1858
789656358,49,F,Married,5,Graduate,$40K - $60K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,3956,74,0.116,1292
715720083,47,M,Single,5,Unknown,$80K - $120K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,3157,76,0.0,0
716584158,51,M,Married,4,High School,$80K - $120K,2,Shark,"Low spend, high utilization - credit reliant",Blue,Blue,False,2090,47,0.174,2517
815727183,36,M,Single,3,High School,$80K - $120K,2,Shark,"Low spend, high utilization - credit reliant",Blue,Blue,False,2683,62,0.276,1443
717066408,36,M,Married,2,Graduate,$60K - $80K,2,Shark,"Low spend, high utilization - credit reliant",Blue,Blue,False,2540,62,0.274,1518
708104658,46,M,Unknown,1,Graduate,$40K - $60K,2,Shark,"Low spend, high utilization - credit reliant",Blue,Blue,False,2928,48,0.619,890
718016808,62,F,Married,0,Unknown,Less than $40K,2,Shark,"Low spend, high utilization - credit reliant",Blue,Blue,False,1475,27,0.621,1282
814571058,30,F,Single,1,College,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,2545,64,0.73,2517
714757908,46,M,Married,4,Graduate,$120K +,2,Shark,"Low spend, high utilization - credit reliant",Silver,Silver,False,2163,56,0.04,1380
710345808,41,M,Divorced,4,Uneducated,$80K - $120K,2,Shark,"Low spend, high utilization - credit reliant",Blue,Blue,False,1828,38,0.068,2028
814752558,50,M,Married,1,Uneducated,$40K - $60K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,2513,62,0.541,1163
721284258,53,M,Married,2,Unknown,$80K - $120K,2,Shark,"Low spend, high utilization - credit reliant",Blue,Blue,False,1636,39,0.351,2517
719336583,55,M,Married,2,Uneducated,$120K +,2,Shark,"Low spend, high utilization - credit reliant",Blue,Blue,False,1525,21,0.047,1300
797638383,49,F,Married,4,High School,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,3561,73,0.415,2016
708434733,56,M,Married,1,Graduate,$60K - $80K,2,Shark,"Low spend, high utilization - credit reliant",Blue,Blue,False,1249,28,0.34,2289
711802758,63,M,Married,1,Graduate,$40K - $60K,2,Shark,"Low spend, high utilization - credit reliant",Blue,Blue,False,1700,42,0.309,1895
720620058,41,M,Unknown,4,High School,$80K - $120K,2,Shark,"Low spend, high utilization - credit reliant",Blue,Blue,False,1959,50,0.076,1746
819169683,34,M,Married,2,Unknown,$40K - $60K,2,Shark,"Low spend, high utilization - credit reliant",Blue,Blue,False,1972,37,0.48,1650
709757583,35,M,Married,0,Unknown,$120K +,2,Shark,"Low spend, high utilization - credit reliant",Blue,Blue,False,2074,48,0.475,1510
789307833,44,M,Unknown,4,College,$120K +,2,Shark,"Low spend, high utilization - credit reliant",Blue,Blue,False,1849,56,0.179,1590
823912308,38,F,Married,3,Graduate,Less than $40K,2,Shark,"Low spend, high utilization - credit reliant",Blue,Blue,False,1767,28,0.533,1813
720746208,52,M,Married,1,Graduate,$80K - $120K,2,Shark,"Low spend, high utilization - credit reliant",Blue,Blue,False,1356,33,0.772,2077
709121283,54,M,Married,3,Uneducated,Less than $40K,2,Shark,"Low spend, high utilization - credit reliant",Blue,Blue,False,1615,35,0.821,1278
714093108,58,F,Single,2,High School,$40K - $60K,2,Shark,"Low spend, high utilization - credit reliant",Blue,Blue,False,1707,56,0.164,1210
718368333,26,M,Unknown,0,College,Less than $40K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,3323,61,0.138,789
806752533,27,F,Single,1,Post-Graduate,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,2553,59,0.551,1635
758521983,33,M,Married,1,Unknown,$80K - $120K,2,Shark,"Low spend, high utilization - credit reliant",Blue,Blue,False,2198,40,0.122,1200
779473308,32,M,Single,0,Uneducated,$60K - $80K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,2411,67,0.0,0
709376508,58,F,Married,1,College,Less than $40K,2,Shark,"Low spend, high utilization - credit reliant",Blue,Blue,False,1815,47,0.334,1285
712589658,45,F,Unknown,4,Uneducated,Less than $40K,2,Shark,"Low spend, high utilization - credit reliant",Silver,Silver,False,1795,37,0.15,1965
712141683,48,F,Single,3,High School,Less than $40K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,3457,61,0.256,753
712494108,38,M,Single,2,Post-Graduate,$60K - $80K,2,Shark,"Low spend, high utilization - credit reliant",Silver,Silver,False,1872,52,0.057,1954
721350783,54,M,Married,2,High School,$80K - $120K,2,Shark,"Low spend, high utilization - credit reliant",Blue,Blue,False,1569,39,0.354,2006
710133858,40,F,Unknown,1,Graduate,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4150,64,0.245,1848
719152383,35,F,Married,4,Uneducated,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,2946,57,0.528,1316
715174158,31,M,Married,1,College,$80K - $120K,2,Shark,"Low spend, high utilization - credit reliant",Blue,Blue,False,2588,48,0.057,1445
780040758,40,F,Married,4,College,$40K - $60K,2,Shark,"Low spend, high utilization - credit reliant",Blue,Blue,False,1999,50,0.698,1818
719525358,52,M,Single,0,Graduate,$80K - $120K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,3310,76,0.239,1942
710892408,57,F,Married,1,High School,Less than $40K,2,Shark,"Low spend, high utilization - credit reliant",Blue,Blue,False,1681,32,0.405,1257
713295183,48,M,Divorced,2,Graduate,$80K - $120K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,3897,75,0.076,1854
789871233,49,M,Married,3,High School,$80K - $120K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4316,78,0.568,1342
712663533,40,M,Single,4,High School,$40K - $60K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,3903,62,0.678,1656
820906233,45,M,Married,2,Graduate,$40K - $60K,2,Shark,"Low spend, high utilization - credit reliant",Blue,Blue,False,3242,63,0.254,2165
821163408,41,M,Married,3,Unknown,$80K - $120K,2,Shark,"Low spend, high utilization - credit reliant",Blue,Blue,False,3411,60,0.094,1588
708947208,36,M,Single,2,Graduate,$80K - $120K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,2631,72,0.7,2029
715261458,37,F,Single,1,Graduate,Less than $40K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,2621,49,0.0,0
789310833,44,F,Divorced,3,College,$40K - $60K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,3164,62,0.432,1950
818294958,52,M,Married,2,College,$120K +,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,4040,77,0.026,719
713902983,42,F,Married,3,High School,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4381,77,0.819,1372
771693933,62,F,Married,1,Graduate,Less than $40K,2,Shark,"Low spend, high utilization - credit reliant",Blue,Blue,False,1757,33,0.706,1977
789012633,30,F,Single,0,Graduate,Less than $40K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,2907,69,0.224,1090
807237783,50,M,Single,3,Uneducated,$60K - $80K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,4166,66,0.05,1020
803408733,32,M,Divorced,2,High School,$60K - $80K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,2466,60,0.598,1338
824667708,32,F,Single,1,Graduate,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,3007,84,0.423,1027
807165033,49,M,Single,3,Post-Graduate,$60K - $80K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,3533,59,0.0,0
809984133,37,M,Single,2,Doctorate,$120K +,2,Shark,"Low spend, high utilization - credit reliant",Blue,Blue,False,2730,68,0.059,1887
718949433,42,F,Single,3,College,Unknown,0,Barnacle,"Low spend, low utilization - re-activation target",Silver,Silver,False,3415,79,0.027,919
751227183,36,M,Single,2,Unknown,$80K - $120K,2,Shark,"Low spend, high utilization - credit reliant",Blue,Blue,False,2283,51,0.288,1539
714199983,48,M,Single,3,Uneducated,$60K - $80K,2,Shark,"Low spend, high utilization - credit reliant",Gold,Gold,False,3927,68,0.067,2317
774172158,29,M,Single,1,Unknown,$60K - $80K,2,Shark,"Low spend, high utilization - credit reliant",Blue,Blue,False,2650,65,0.085,1990
708171858,33,F,Married,3,Post-Graduate,$40K - $60K,2,Shark,"Low spend, high utilization - credit reliant",Blue,Blue,False,2607,44,0.58,1081
709074108,36,M,Single,2,College,$60K - $80K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,2787,73,0.036,840
721304133,36,F,Married,4,High School,Less than $40K,2,Shark,"Low spend, high utilization - credit reliant",Blue,Blue,False,1855,49,0.369,1578
787430733,56,F,Married,2,High School,$40K - $60K,2,Shark,"Low spend, high utilization - credit reliant",Blue,Blue,False,1706,27,0.522,1446
711225933,28,M,Divorced,1,High School,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,2306,61,0.854,1935
717478983,31,F,Divorced,2,Uneducated,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,2697,68,0.687,1961
720949083,44,F,Single,3,Uneducated,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,3534,53,0.819,2517
712851108,51,F,Married,3,High School,Unknown,2,Shark,"Low spend, high utilization - credit reliant",Blue,Blue,False,2965,51,0.152,2331
713151258,55,M,Single,3,Graduate,$40K - $60K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,3524,69,0.0,0
799731033,34,F,Single,2,Doctorate,Less than $40K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,3044,91,0.0,0
822138333,61,F,Single,0,Graduate,$40K - $60K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,3964,66,0.114,813
708532308,37,M,Single,2,Uneducated,$60K - $80K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,3000,70,0.22,2517
713718558,46,M,Married,3,Graduate,$40K - $60K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,3393,64,0.0,0
778939683,47,F,Married,3,Uneducated,Less than $40K,2,Shark,"Low spend, high utilization - credit reliant",Blue,Blue,False,1452,38,0.337,951
713322633,54,M,Married,1,Graduate,$40K - $60K,2,Shark,"Low spend, high utilization - credit reliant",Blue,Blue,False,1682,39,0.93,2517
754671558,50,F,Single,3,Unknown,Less than $40K,2,Shark,"Low spend, high utilization - credit reliant",Blue,Blue,False,2073,48,0.653,1958
719291283,36,F,Single,4,High School,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,2660,62,0.722,1607
720659283,37,M,Married,5,Graduate,$60K - $80K,2,Shark,"Low spend, high utilization - credit reliant",Blue,Blue,False,1910,43,0.551,1847
719535558,47,M,Divorced,4,College,$40K - $60K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4129,72,0.334,1858
771032658,54,M,Married,3,Unknown,$80K - $120K,2,Shark,"Low spend, high utilization - credit reliant",Blue,Blue,False,1604,39,0.15,1569
709468683,64,F,Married,0,High School,Less than $40K,2,Shark,"Low spend, high utilization - credit reliant",Blue,Blue,False,1755,39,0.643,1397
719455908,48,M,Married,3,Graduate,$80K - $120K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,3742,75,0.0,0
816890883,35,M,Single,2,Uneducated,$60K - $80K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,2266,74,0.058,1257
709826058,49,M,Married,2,Unknown,$80K - $120K,2,Shark,"Low spend, high utilization - credit reliant",Blue,Blue,False,1805,34,0.071,2435
735008958,42,M,Married,5,Unknown,$60K - $80K,2,Shark,"Low spend, high utilization - credit reliant",Blue,Blue,False,1703,53,0.092,1253
713766183,49,M,Single,0,Uneducated,$80K - $120K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4160,81,0.156,2517
719148633,53,F,Married,2,Graduate,Less than $40K,2,Shark,"Low spend, high utilization - credit reliant",Blue,Blue,False,1398,24,0.835,2015
789266208,56,M,Married,2,High School,$80K - $120K,2,Shark,"Low spend, high utilization - credit reliant",Blue,Blue,False,1408,28,0.268,1589
718373658,41,M,Single,3,College,$60K - $80K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,3817,81,0.422,2463
712255458,37,M,Single,3,High School,$60K - $80K,2,Shark,"Low spend, high utilization - credit reliant",Blue,Blue,False,2879,63,0.244,2051
789494133,30,M,Married,0,High School,Less than $40K,2,Shark,"Low spend, high utilization - credit reliant",Blue,Blue,False,2441,53,0.506,1259
714178458,45,M,Married,3,Post-Graduate,$80K - $120K,2,Shark,"Low spend, high utilization - credit reliant",Blue,Blue,False,1792,53,0.078,1603
717595908,54,M,Married,1,High School,$60K - $80K,2,Shark,"Low spend, high utilization - credit reliant",Blue,Blue,False,1688,45,0.231,2188
798114033,46,M,Married,2,Graduate,$60K - $80K,2,Shark,"Low spend, high utilization - credit reliant",Blue,Blue,False,3355,58,0.19,1514
709479558,36,F,Single,4,College,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,3073,86,0.786,2168
778148283,48,M,Single,2,Doctorate,$120K +,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,3921,74,0.054,1084
719363283,59,F,Single,0,Doctorate,Less than $40K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,1904,47,0.0,0
716225433,60,M,Single,1,Uneducated,$80K - $120K,2,Shark,"Low spend, high utilization - credit reliant",Blue,Blue,False,3103,65,0.095,2517
719882583,44,M,Single,5,Graduate,$60K - $80K,2,Shark,"Low spend, high utilization - credit reliant",Blue,Blue,False,3866,67,0.153,2057
711076533,65,M,Divorced,0,College,Less than $40K,2,Shark,"Low spend, high utilization - credit reliant",Blue,Blue,False,3435,58,0.203,1968
820651908,46,F,Single,3,Graduate,$40K - $60K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,3162,64,0.0,0
710884683,48,M,Married,4,Graduate,$80K - $120K,0,Barnacle,"Low spend, low utilization - re-activation target",Silver,Silver,False,3937,80,0.023,807
797468658,53,M,Married,3,High School,$120K +,2,Shark,"Low spend, high utilization - credit reliant",Blue,Blue,False,1536,31,0.127,2431
716375883,53,F,Married,3,Uneducated,Unknown,2,Shark,"Low spend, high utilization - credit reliant",Blue,Blue,False,1716,38,0.637,1558
711534183,41,M,Single,2,High School,$80K - $120K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,3533,57,0.0,0
721083258,37,F,Divorced,4,High School,$40K - $60K,2,Shark,"Low spend, high utilization - credit reliant",Blue,Blue,False,2064,46,0.639,1638
717986058,29,F,Single,0,High School,Less than $40K,2,Shark,"Low spend, high utilization - credit reliant",Blue,Blue,False,2712,64,0.307,1608
804610908,49,F,Married,2,Doctorate,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,3295,66,0.578,1962
717602733,47,M,Single,3,Doctorate,Less than $40K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,4165,67,0.0,0
770952933,53,F,Married,1,Unknown,Less than $40K,2,Shark,"Low spend, high utilization - credit reliant",Blue,Blue,False,1616,37,0.813,1938
713233908,33,M,Divorced,2,Graduate,$60K - $80K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,2883,93,0.0,0
755365233,34,M,Unknown,1,Graduate,$60K - $80K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,3948,96,0.079,1581
715105908,28,F,Single,0,Graduate,Unknown,0,Barnacle,"Low spend, low utilization - re-activation target",Silver,Silver,False,2507,64,0.038,1232
712658283,36,F,Single,3,Graduate,$40K - $60K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,3222,86,0.262,969
708796458,30,F,Single,2,Graduate,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,3016,67,0.453,1903
713557533,34,M,Single,3,High School,$40K - $60K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,2664,81,0.38,1655
713412558,39,F,Married,4,Post-Graduate,Less than $40K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,2674,67,0.203,1108
720000708,32,F,Married,0,Graduate,Unknown,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,2945,69,0.636,1381
718934058,36,M,Single,2,Doctorate,$40K - $60K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,2396,51,0.885,2517
710607408,37,F,Single,3,High School,Unknown,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,3999,96,0.082,1524
717613233,45,M,Married,4,Uneducated,$60K - $80K,0,Barnacle,"Low spend, low utilization - re-activation target",Silver,Silver,False,2058,56,0.029,745
821710308,38,F,Single,3,Uneducated,Less than $40K,2,Shark,"Low spend, high utilization - credit reliant",Blue,Blue,False,1739,35,0.915,2018
716089983,31,M,Single,0,Graduate,$40K - $60K,2,Shark,"Low spend, high utilization - credit reliant",Blue,Blue,False,2015,46,0.144,1732
720430083,65,M,Unknown,0,High School,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,3913,67,0.478,1008
712071708,63,F,Married,0,Graduate,Less than $40K,2,Shark,"Low spend, high utilization - credit reliant",Blue,Blue,False,1320,35,0.641,1351
770721858,65,M,Married,1,Graduate,Less than $40K,2,Shark,"Low spend, high utilization - credit reliant",Blue,Blue,False,1463,31,0.711,2517
751381458,43,F,Married,3,College,Unknown,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,3814,72,0.029,775
715629783,51,M,Married,1,Graduate,$40K - $60K,0,Barnacle,"Low spend, low utilization - re-activation target",Silver,Silver,False,4399,64,0.055,980
768886533,37,M,Married,3,Graduate,$60K - $80K,2,Shark,"Low spend, high utilization - credit reliant",Blue,Blue,False,3246,57,0.243,1199
711023508,55,F,Married,1,Graduate,Unknown,2,Shark,"Low spend, high utilization - credit reliant",Blue,Blue,False,1547,30,0.439,1389
711291558,27,M,Single,0,Uneducated,$60K - $80K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,2636,50,0.0,0
714929283,34,F,Married,0,High School,$40K - $60K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,2625,52,0.696,2229
716285358,32,F,Divorced,1,College,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,2801,79,0.554,1017
710958033,49,F,Single,5,Uneducated,Less than $40K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,4075,76,0.0,0
711368283,39,M,Married,2,Unknown,$80K - $120K,2,Shark,"Low spend, high utilization - credit reliant",Blue,Blue,False,3448,53,0.047,1629
807275733,27,M,Single,0,Post-Graduate,Unknown,2,Shark,"Low spend, high utilization - credit reliant",Blue,Blue,False,2498,37,0.122,873
708231183,30,M,Divorced,1,Uneducated,Unknown,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,2643,72,0.073,910
789690483,39,M,Married,4,High School,$80K - $120K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,3135,39,0.0,0
789338583,42,M,Married,2,Doctorate,$80K - $120K,2,Shark,"Low spend, high utilization - credit reliant",Blue,Blue,False,1988,30,0.041,1073
717411483,55,M,Divorced,4,College,$80K - $120K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,3731,69,0.035,1194
720799608,57,F,Married,2,Graduate,$40K - $60K,2,Shark,"Low spend, high utilization - credit reliant",Blue,Blue,False,1621,32,0.509,1720
714112383,53,M,Married,2,Graduate,$120K +,2,Shark,"Low spend, high utilization - credit reliant",Blue,Blue,False,1380,30,0.397,2335
717994608,51,M,Married,0,Graduate,$80K - $120K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,2113,60,0.0,0
798558783,47,M,Married,3,Graduate,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,3732,75,0.3,1747
716875083,26,F,Single,0,High School,$40K - $60K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,2351,42,0.0,0
714603558,37,M,Single,2,High School,$40K - $60K,2,Shark,"Low spend, high utilization - credit reliant",Blue,Blue,False,2007,46,0.15,1758
789903708,45,F,Single,2,Uneducated,$40K - $60K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,3968,68,0.347,1562
801989733,55,M,Single,2,Uneducated,$60K - $80K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,3915,76,0.156,1193
789504183,37,M,Single,4,Graduate,$120K +,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,2574,62,0.0,0
714574083,36,F,Single,3,Graduate,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,2511,51,0.735,2159
717978033,36,F,Single,1,High School,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,2822,73,0.299,1572
711256908,39,M,Single,2,High School,$60K - $80K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,3695,81,0.093,957
721023708,47,M,Married,4,Uneducated,$60K - $80K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,2142,62,0.0,0
714522258,56,F,Married,2,Graduate,Less than $40K,2,Shark,"Low spend, high utilization - credit reliant",Blue,Blue,False,1596,37,0.364,1590
714247458,56,F,Single,4,Uneducated,Unknown,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,3271,71,0.283,2276
780416433,38,M,Married,2,Unknown,Less than $40K,2,Shark,"Low spend, high utilization - credit reliant",Blue,Blue,False,2169,38,0.084,734
713644758,49,M,Single,3,Graduate,$120K +,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4098,74,0.236,2013
